ID,Name,Type,Longitude ,Latitude ,Evacuation_Centers
5939,Alawwa,bus_stop,80.2409704,7.2943206,
5940,Co-op Filling Station,fuel,80.2402812,7.2941393,
5941,Alawwa Sri Rahula Central College,school,80.2326315,7.2968211,Yes
5942,Alawwa Post Office,post_office,80.2333207,7.2963959,
5943,Bujjomuwa Post Office,post_office,80.2109754,7.2746534,
5944,atm,atm,80.2381381,7.2948842,
5945,Cargills Food City,supermarket,80.2368909,7.2952407,
5946,Peopl's Bank,bank,80.2381165,7.295095,
5947,Alawwa District Hospital,hospital,80.2301666,7.2981194,Yes
5948,Alawwa Town Hall,townhall,80.2322318,7.297045,
5949,Alawwa Public Library,library,80.2307084,7.2983269,
5950,atm,atm,80.2385083,7.2946581,
5951,Peoples bank,bank,79.8499658,6.9327849,
5952,Commercial bank,bank,79.8492176,6.9331685,
5953,Bally's Club,nightclub,79.850403,6.9321885,
5954,EMS Speed Post,post_office,79.8512184,6.9325666,
5955, ,bus_stop,79.847868,6.9326714,
5956,Lanka Sathosa,supermarket,79.8550245,6.9315736,
5957,Sey-nor sea food,fast_food,79.8551023,6.931523,
5958,Benchmark Holidays,hotel,79.855306,6.9311621,
5959,New Olympia Theatre,cinema,79.8624863,6.9275383,
5960,New Cabanas,restaurant,81.2925612,6.2897219,
5961, ,mini_roundabout,81.6692796,7.7426595,
5962,Teldeniya CTB Depot,bus_station,80.7585462,7.3148182,
5963,Teldeniya National School,school,80.7628351,7.308827,Yes
5964,Teldeniya,police,80.7638275,7.3101838,
5965,Peoples Bank,bank,80.7646268,7.3094495,
5966,Teldeniya,guest_house,80.7643478,7.3063341,
5967,Karaliyadda Sri Uposatharamaya,place_of_worship,80.7601502,7.3126473,Yes
5968,Teldeniya Clock Tower,monument,80.764895,7.3095293,
5969,Teldeniya,post_office,80.7646107,7.3086726,
5970,Teldeniya District Base Hospital,hospital,80.7644417,7.3077388,Yes
5971,Teldeniya,bus_station,80.7653536,7.3089227,
5972,Teldeniya Central Market,marketplace,80.7651981,7.3086806,Yes
5973,Teldeniya,fuel,80.7632052,7.3108595,
5974,Nalanda Purana Viharaya,place_of_worship,80.7662361,7.3045676,Yes
5975,Karaliyadda Private Bus Stand,bus_station,80.765764,7.3086833,
5976,Oruthota Chalets,chalet,80.7444029,7.3156565,
5977,Bougainvillea Retreat,hotel,80.7755434,7.2669767,
5978,The Albatross,hotel,80.7723086,7.2656676,
5979,Digana,bus_station,80.7352861,7.2951948,
5980,Renoun,cinema,80.7358654,7.2940082,
5981,Digana,hospital,80.7348435,7.2942769,Yes
5982,Cargills,supermarket,80.73435,7.294966,
5983,BOC,bank,80.7340228,7.296964,
5984,Digana,post_office,80.7341891,7.2970837,
5985,Digana Village Resort,hotel,80.7338511,7.2926673,
5986,Police Hospital,hospital,80.6821381,7.2798275,Yes
5987,Galmaduwa Raja Maha Viharaya,place_of_worship,80.6765323,7.2856701,Yes
5988, ,mini_roundabout,81.6723871,7.7415281,
5989, ,mini_roundabout,81.6716911,7.7419959,
5990, ,mini_roundabout,81.6724434,7.7421355,
5991, ,mini_roundabout,81.6718857,7.7427541,
5992, ,mini_roundabout,81.6670341,7.7428212,
5993, ,mini_roundabout,81.6684359,7.7430311,
5994, ,mini_roundabout,81.667684,7.7431303,
5995, ,mini_roundabout,81.6691201,7.7432216,
5996, ,mini_roundabout,81.6675815,7.7434774,
5997, ,mini_roundabout,81.6682461,7.7436944,
5998, ,mini_roundabout,81.6718059,7.7438965,
5999, ,mini_roundabout,81.6688227,7.7439184,
6000, ,mini_roundabout,81.6674387,7.7439213,
6001, ,mini_roundabout,81.6725493,7.7446324,
6002,Cargils Food City,supermarket,79.9297162,6.6659421,
6003,SoftLogic,hifi,79.929759,6.6657714,
6004,Aranayake Hospital,hospital,80.4587191,7.1773575,Yes
6005,Rivisanda Central College,school,80.4580818,7.2113898,Yes
6006,Polambegoda Temple,place_of_worship,80.4575909,7.1982241,Yes
6007,Polambegoda Maha Vidyalaya,school,80.4600988,7.2004903,Yes
6008, ,tower,80.4662974,7.1654055,
6009,Devanagala,place_of_worship,80.4684586,7.2202668,Yes
6010,Rajagiri Primary School,school,80.4575668,7.177711,Yes
6011,Rajagiri Malpa Rajamaha Viharaya,place_of_worship,80.4579911,7.1761457,Yes
6012,Rajagiri Maha Vidyalaya,school,80.4570625,7.1770724,Yes
6013,Sub-post office,post_office,80.4579959,7.1986488,
6014,Aranayake,police,80.4558072,7.1859713,
6015,Ambasevana Rest,guest_house,80.4529641,7.2185319,
6016,Liquor Shop,alcohol,80.4552713,7.2154345,
6017,Filling Station,fuel,80.4587282,7.1699004,
6018,Wadduwa Express Stop,bus_stop,79.9299876,6.665284,
6019,Wadduwa Express Stop,bus_stop,79.9301056,6.6645967,
6020,Fish Stalls,fishmonger,79.929663,6.6634511,
6021,Car & Motorcycle Park,parking,79.9289496,6.6631927,
6022,Wadduwa Church,bus_stop,79.927292,6.6703724,
6023,Ambasevana Bakery,bakery,79.9284507,6.6688379,
6024,Wadduwa Filling Station,fuel,79.9290944,6.6665601,
6025,Wadduwa Church,bus_stop,79.9276621,6.6700287,
6026,Ratnayake Tyre Service,tyres,79.9289737,6.6669224,
6027,Garden Montessori,kindergarten,79.9254198,6.6735399,
6028,Sushila Liquor Shop and Bar,alcohol,79.9249693,6.6748026,
6029,Fishermen’s Villa,restaurant,79.9212196,6.6756764,
6030,Filling Station,fuel,79.9187116,6.6866442,
6031,Car Wash,car_wash,79.9185661,6.6865645,
6032,Service Station,car_wash,79.9129502,6.6995589,
6033,Filling Station,fuel,79.9127892,6.6994949,
6034,Commercial Bank PLC,bank,79.9090528,6.7061201,
6035,Panadura Nursing Home,hospital,79.9079425,6.7079421,Yes
6036,Sarasavi Bookshop,books,79.9069715,6.7110907,
6037,Keels Super,supermarket,79.9075992,6.7109149,
6038,Luminex Toys,toys,79.9077762,6.7102117,
6039,Luminex Bookshop,books,79.9077521,6.7101797,
6040,Cargil's Food City,supermarket,79.9077842,6.7086853,
6041,Family Choice,fast_food,79.9078567,6.7096922,
6042,atm,atm,79.9070279,6.7110428,
6043,HNB Car Park,parking,79.9070601,6.714615,
6044,Hatton National Bank,bank,79.9073167,6.7143915,
6045,Dr. Priyanka Fernando,dentist,79.9081463,6.7203608,
6046,Seylan Bank,bank,79.9077521,6.7138078,
6047,Waruna Pharmacy & Grocery,pharmacy,79.9063592,6.7125533,
6048,Town Hall,bus_stop,79.9073739,6.7202809,
6049,Express Bus Stop,bus_stop,79.9075428,6.7116581,
6050,Express Bus Stop,bus_stop,79.9074061,6.7103795,
6051,crossing,crossing,79.9074842,6.7120898,
6052,crossing,crossing,79.9074976,6.7127448,
6053,Filling Station,fuel,79.9077038,6.7140076,
6054,crossing,crossing,79.9074175,6.7120968,
6055,Crown,hifi,79.9076732,6.719911,
6056,Cargil's Food City,supermarket,79.9077295,6.7197112,
6057, ,turning_circle,79.9083658,6.7194099,
6058,NDB Bank,bank,79.9077939,6.7190666,
6059,People's Bank,bank,79.9079065,6.718001,
6060,The Fab,cafe,79.9078099,6.7160778,
6061,Bank of Ceylon,bank,79.9083088,6.7183553,
6062,Suwa Medura,hospital,79.9082364,6.7180437,Yes
6063, ,bus_stop,79.9074559,6.7161337,
6064,CDB,bank,79.9077059,6.7153983,
6065,DFCC Bank,bank,79.9077375,6.7148871,
6066,Kovil,place_of_worship,79.9072708,6.7132808,Yes
6067,New Waruna Pharmacy,pharmacy,79.9088399,6.712439,
6068,Filling Station,fuel,79.9073754,6.7127613,
6069,Union Bank,bank,79.9081157,6.7092184,
6070,Baker's World,bakery,79.9075927,6.7107049,
6071,Pan Asia Bank,bank,79.9077053,6.7094662,
6072,Agamethi Balika Vidyalaya,school,79.9067317,6.708683,Yes
6073,LG Abans,hifi,79.9081963,6.7080196,
6074,Serenity Village,hotel,80.1839865,6.8056788,
6075,OSRO Hospital,hospital,80.4494607,7.2508714,Yes
6076,Base Hospital Mawanella,hospital,80.4458988,7.2536811,Yes
6077,Jayasiri Filling Station,fuel,80.4565847,7.2488918,
6078,Epco,fuel,80.4572906,7.2489194,
6079,Jayasiri Service Station,car_wash,80.4563572,7.2487603,
6080,Mayurapada National School,school,80.4417151,7.2502588,Yes
6081,crossing,crossing,79.9079523,6.709061,
6082,crossing,crossing,79.9080021,6.7090855,
6083,Ajith - Mechanic,car_repair,80.4452071,7.2542888,
6084,Tyre Service,car_repair,80.4453385,7.2543048,
6085,Mawanella Bus Station,bus_station,80.446929,7.252405,
6086,level_crossing,level_crossing,80.7305461,7.291218,
6087,Sri Jayanthiyaramaya,place_of_worship,80.724391,7.2905149,Yes
6088,Sri Bodhimalu Viharaya,place_of_worship,80.7234978,7.2915552,Yes
6089,Pharmacy,pharmacy,79.9318345,6.6644214,
6090,Nelum Kole,restaurant,79.9162191,6.8423867,
6091,Balagolla Police Station,police,80.7206654,7.2787393,
6092,Balagolla Temple,place_of_worship,80.7181977,7.2834193,Yes
6093,Balagolla Filling Station,fuel,80.7215505,7.2831186,
6094,DIMO,car,80.7204186,7.2826849,
6095,Balagolla Muslim College,school,80.7165234,7.2836147,Yes
6096,Cargills,supermarket,80.719748,7.2828712,
6097,Pallekele Devanampiyatissa Int. Meditation Centr,place_of_worship,80.6991862,7.2817697,Yes
6098,Pallekele Ayurveda Hospital,hospital,80.7070344,7.2714146,Yes
6099,Rajawella Tamil National School,school,80.7302087,7.2968975,Yes
6100,Kengalla Maha Vidyalaya,school,80.7234629,7.2947132,Yes
6101,Yakghapitiya Divisional Hospital,hospital,80.6676499,7.298646,Yes
6102,Amunugama Sub Post Office,post_office,80.6675998,7.3030762,
6103,Pilawala Public Library,library,80.6696803,7.3062469,
6104,Gal Edanda Purana Viharaya,place_of_worship,80.6781641,7.3044937,Yes
6105,Pilawala Navodya Maha Vidyalaya,school,80.6791699,7.3051109,Yes
6106,Kengalla Primary School,school,80.7226797,7.2930318,Yes
6107, ,bus_stop,80.6670759,7.3015539,
6108,Degaldoruwa Raja Maha Viharaya,place_of_worship,80.6637472,7.3041718,Yes
6109,Manikhinna Bus Stop‎,bus_station,80.7020152,7.3155217,
6110,Co-op Filling Station,fuel,80.7001502,7.3171439,
6111,Cargills Food City,supermarket,80.7004515,7.3166365,
6112,Menikhinna Post Office,post_office,80.7002762,7.3170694,
6113, ,bus_stop,80.682394,7.3160851,
6114,Pitiye Bandara Dewalaya,place_of_worship,80.6956789,7.3131028,Yes
6115,Menikhinna Pothgul Viharaya,place_of_worship,80.7006546,7.3158509,Yes
6116,Galpihilla Raja Maha Viharaya,place_of_worship,80.693324,7.312475,Yes
6117,Hathamuna Bodhirajaramaya,place_of_worship,80.685744,7.3038525,Yes
6118,Menikhinna Central College,school,80.701259,7.3137844,Yes
6119,Pathadumbara Maha Vidyalaya,school,80.6906552,7.3198708,Yes
6120,Tennakoon Wimalananda Maha Vidyalaya,school,80.6694389,7.3151726,Yes
6121,Gunnepana Post Office,post_office,80.6692377,7.3154679,
6122,Welipela Purana Viharya,place_of_worship,80.6560293,7.3208235,Yes
6123,Mahaweli Teachers Training College,school,80.652301,7.3213955,Yes
6124,crossing,crossing,79.915602,6.6929707,
6125,crossing,crossing,79.9156657,6.6930064,
6126,crossing,crossing,79.9146494,6.6943797,
6127,crossing,crossing,79.9146988,6.6944134,
6128,crossing,crossing,79.9138105,6.6959854,
6129,crossing,crossing,79.9138731,6.6960136,
6130,crossing,crossing,79.9127933,6.6988677,
6131,crossing,crossing,79.9128545,6.6988866,
6132,crossing,crossing,79.9115551,6.7012156,
6133,crossing,crossing,79.9115934,6.7012779,
6134,crossing,crossing,79.9108455,6.7018399,
6135,crossing,crossing,79.9108998,6.7018885,
6136,crossing,crossing,79.9102747,6.7029694,
6137,crossing,crossing,79.9103419,6.7030028,
6138,crossing,crossing,79.9094762,6.7046888,
6139,crossing,crossing,79.9095436,6.7047223,
6140,Kapugoda Post Office,post_office,80.0953379,6.9497669,
6141,Giridara Purana Viharaya,place_of_worship,80.0964134,6.951628,Yes
6142,Dompe Weekly Market,marketplace,80.0575853,6.9506342,Yes
6143,Dompe Primary,school,80.0516684,6.9578921,Yes
6144,Dompe Maha Vidyalaya,school,80.0513948,6.9584619,Yes
6145,Liyanegama Temple,place_of_worship,80.0519688,6.9593192,Yes
6146,Bank of Ceylon,bank,80.0798906,6.9085809,
6147,National Saving Bank,bank,80.0822697,6.9090069,
6148,Owitigama Primary School,school,80.116551,6.9723597,Yes
6149,Pugoda Bus Station‎,bus_station,80.1206628,6.9763026,
6150,Pugoda Fair,marketplace,80.1203007,6.9764224,Yes
6151, ,post_box,80.1212663,6.9763532,
6152,Singer Mega,department_store,79.9090899,6.7059949,
6153,Alubomulla Maha Vidyalaya,school,79.9552343,6.7072053,Yes
6154, ,ferry_terminal,79.9666981,6.7242376,
6155,BOC,bank,80.7629247,6.1473885,
6156,BOC,bank,80.7347131,6.0473784,
6157,Sri Vidyasagara Maha Pirivena,school,80.7038828,7.305826,Yes
6158,Sri Silaramaya,place_of_worship,80.7036226,7.2849092,Yes
6159,level_crossing,level_crossing,80.6309678,7.3191435,
6160,"Birth\, Marriage and Death Registrar",government,79.9598506,6.6628865,
6161,Bible Rock,viewpoint,80.434277,7.1895698,
6162,Kundasale Mahamewna Meditation Centre,place_of_worship,80.6874623,7.2866465,Yes
6163,Softee,bakery,80.0869396,6.9187691,
6164,Commercial Bank,bank,79.8953014,7.0605526,
6165,"K Zone\,Jaela",supermarket,79.8952067,7.0606045,
6166,Debathgama,bus_station,80.4201347,7.1721631,
6167,Debathgama School,school,80.4226453,7.1727592,Yes
6168,Hathgampala Maha Vidyalaya,school,80.4332024,7.1748456,Yes
6169,Maha Bodhi Viharaya,place_of_worship,80.4370648,7.1756759,Yes
6170,Masjidul Hairath,place_of_worship,80.4431159,7.1728017,Yes
6171,Al-Jalal Muslim Primary School,school,80.4450471,7.1722908,Yes
6172,Dippitiya Muslim Maha Vidyalaya,school,80.4560334,7.1747178,Yes
6173,Wilpola Jummah Mosque,place_of_worship,80.4517204,7.1749094,Yes
6174,Thalgaspitiya Muslim Maha Vidyalaya,school,80.4785967,7.1762714,Yes
6175,Thalgaspitiya Primary School,school,80.478049,7.174803,Yes
6176,Balawathgama Central College,school,80.4937345,7.2049907,Yes
6177,Laksala,gift,79.8882117,6.8000127,
6178,Basilica of Our Lady of Lanka,place_of_worship,79.9349444,7.0325436,Yes
6179,level_crossing,level_crossing,80.3384523,7.4376765,
6180,Mayurapada Primary School,school,80.4424446,7.2492057,Yes
6181,Mawanella Police Station,police,80.4455131,7.2570176,
6182,Colombo Express Stop,bus_stop,80.4478305,7.25325,
6183,Kandy Express Stop,bus_stop,80.4484098,7.2519729,
6184,"St Mary's College\, Negombo",college,79.8366736,7.2104683,Yes
6185, ,turning_circle,79.8987203,6.7984781,
6186, ,turning_circle,79.9016344,6.7963378,
6187,"Commercial Bank\, Negombo",bank,79.8398887,7.2118781,
6188,Commercial Bank ATM,atm,79.8411467,7.2055127,
6189,level_crossing,level_crossing,79.8437434,7.2146331,
6190,Marine Tourist Guesthouse,hotel,79.840972,7.227228,
6191,KFC Negombo,fast_food,79.8476412,7.2129327,
6192,atm,atm,79.8484754,7.2119055,
6193,level_crossing,level_crossing,80.4152934,5.962744,
6194,level_crossing,level_crossing,80.3911988,5.9654252,
6195,level_crossing,level_crossing,80.3464178,5.979091,
6196,level_crossing,level_crossing,80.3407726,5.9824304,
6197,level_crossing,level_crossing,80.3243669,5.989275,
6198,level_crossing,level_crossing,80.9367444,6.7711566,
6199,level_crossing,level_crossing,80.9871051,6.8176818,
6200,level_crossing,level_crossing,80.987664,6.8208918,
6201,level_crossing,level_crossing,79.8839485,7.1247689,
6202,level_crossing,level_crossing,79.8833283,7.1265478,
6203,level_crossing,level_crossing,79.8801721,7.1371458,
6204,KFC,fast_food,79.8479033,7.2130722,
6205,Amaya Beach House,guest_house,79.8400154,7.2318141,
6206,Blue Elephant,motel,79.8410556,7.2302905,
6207,Blue Horizons,guest_house,79.8428625,7.2327105,
6208,Blumarine,guest_house,79.8407657,7.2320593,
6209,Bus to Colombo,bus_stop,79.8475658,7.2138189,
6210,Bus to Colombo,bus_stop,79.8470269,7.2215883,
6211,Catamaran Beach Hotel,motel,79.8405645,7.228391,
6212,Ceilanye,guest_house,79.8403587,7.2249534,
6213,Central Nursing Home,nursing_home,79.838226,7.2137937,
6214,Dephani Hotel,guest_house,79.8407276,7.2276269,
6215,Dion Guest House,guest_house,79.8404666,7.2252766,
6216,Dons Beach Hotel,guest_house,79.840704,7.2272335,
6217,Edwin,restaurant,79.8410707,7.230538,
6218,GoldenStar,guest_house,79.8407417,7.2264387,
6219,Icebear Guesthouse,restaurant,79.8400777,7.2242311,
6220,Iglu,guest_house,79.8424806,7.2336103,
6221,Jeero,motel,79.8408804,7.2288727,
6222,Marshal,guest_house,79.8410214,7.2320118,
6223,Nayomy,restaurant,79.8392679,7.2162506,
6224,Negombo Hotel Beach,guest_house,79.8432771,7.231878,
6225,Peace Villa Inn,guest_house,79.8408905,7.2277963,
6226,Prince Residence,guest_house,79.8400693,7.224116,
6227,Rani Inn,guest_house,79.8407989,7.2260195,
6228,Rani Inn,hotel,79.8410682,7.2322349,
6229,Rebeka Guest House,guest_house,79.8400407,7.2237819,
6230,Romantic Garden,guest_house,79.8411162,7.2316604,
6231,Sea Drift,guest_house,79.8407339,7.2258873,
6232,Seaview,restaurant,79.8410983,7.2324926,
6233,Silver Sands,motel,79.8408658,7.2286666,
6234,Spoons,restaurant,79.8410769,7.2314419,
6235,Sunset Strip,guest_house,79.8427474,7.2326525,
6236,The Palace Hotel,motel,79.8409579,7.2280414,
6237,alcohol,alcohol,79.8412038,7.2319746,
6238, ,yes,79.841121,7.2323619,
6239, ,yes,79.8411612,7.2328419,
6240,All Saints Church,place_of_worship,79.8544334,6.9377144,Yes
6241,British High Commission,public_building,79.8728923,6.9058127,
6242,Ceylon Budhist Congress,public_building,79.8739748,6.905836,
6243,Department National Archives,public_building,79.865013,6.9073299,
6244,Echo Italian Restaurant,restaurant,79.8477491,6.9181902,
6245,Industrial Technology Institute,public_building,79.870242,6.9030902,
6246,Institute Sinhala Culture,public_building,79.8710138,6.9036246,
6247,Iran Embassy,embassy,79.8640848,6.9091378,
6248,Ministry Public Admin and Home Affairs,government,79.8692708,6.9035862,
6249,Ministry Youth Affairs,public_building,79.8760651,6.9076411,
6250,Ministry of Health,public_building,79.8681145,6.9033603,
6251,National Library and Documentation Services Boar,library,79.8656662,6.9060488,
6252,St Phillip Neri Church,place_of_worship,79.8518361,6.934769,Yes
6253,Women Congress,public_building,79.8745522,6.9067774,
6254,atm,atm,79.8685925,6.9035788,
6255, ,bus_stop,79.8637761,6.9095616,
6256, ,bus_stop,79.8570239,6.9131912,
6257,place_of_worship,place_of_worship,79.8476007,6.9189408,Yes
6258,Ceylon Lodge,guest_house,80.416147,8.3340343,
6259,El Dorado Resort,hotel,80.4158226,8.3270436,
6260,Folk Museum,museum,80.3943371,8.3492845,
6261,Hotel Creston Park,hotel,80.4080141,8.323153,
6262,Mansion Holiday Resort,hotel,80.4142471,8.3321593,
6263, ,bus_stop,80.4027066,8.3230198,
6264, ,monument,80.4138221,8.3339017,
6265,Biobab Tree,Giant Baobab Tre,79.923373,8.981728,
6266,Ganewatta S.B. Herath Central College,school,80.346132,7.655326,Yes
6267,Hiripitiya church,place_of_worship,80.369697,7.658828,Yes
6268,Aluthgama Junior School,school,80.355735,7.672181,Yes
6269,Kalatuwagama Temple,place_of_worship,80.342927,7.684338,Yes
6270,Uyangalla Wewa,storage_tank,80.341885,7.690366,
6271,Uyangalla Junior School,school,80.339375,7.689448,Yes
6272,Uyangalla Community Centre,community_centre,80.334283,7.694173,
6273,Angel Rooms,guest_house,80.4532016,5.9460033,
6274,Art Gallery,arts_centre,80.457197,5.9455014,
6275,Banana Garden,guest_house,80.4628683,5.9433298,
6276,Bayleaf Inn,guest_house,80.4577371,5.9461932,
6277,Baywatchers,public_building,80.4587017,5.9464079,
6278,Ciragala Village,guest_house,80.4626056,5.9431002,
6279,Clinic,clinic,80.4571577,5.9482037,Yes
6280,Coral Beach,guest_house,80.4548469,5.9442483,
6281,Curry Tea Shop,restaurant,80.4576909,5.9475599,
6282,Extreme Host,guest_house,80.4604262,5.946796,
6283,Fort Entrance,city_gate,80.5481282,5.9449004,
6284,Green Garden,guest_house,80.4568805,5.9455047,
6285,Handagedara Resort,guest_house,80.4535016,5.9457987,
6286,Hidden Ocean View Inn,guest_house,80.4577615,5.9464331,
6287,Hotel Silan Mo,guest_house,80.4613678,5.9439549,
6288,Medical Center,doctors,80.4593403,5.9461272,
6289,Medical Center,doctors,80.4581757,5.9471712,
6290,MiniMarket,variety_store,80.4578454,5.9467356,
6291,MiniMarket,variety_store,80.4584686,5.9469027,
6292,MiniMarket,variety_store,80.4549122,5.9494418,
6293,MiniMarket,variety_store,80.4556043,5.9495432,
6294,Mirissa Eye,restaurant,80.4584003,5.9451662,
6295,Mount Garden,guest_house,80.4630821,5.9437483,
6296,Nadeetherarama Temple,place_of_worship,80.4787842,5.949639,Yes
6297,Number One,guest_house,80.4543792,5.943967,
6298,Pagoda,place_of_worship,80.4784923,5.9405803,Yes
6299,Palace Mirissa,hotel,80.4541503,5.9430083,
6300,People Bank,bank,80.455717,5.9494457,
6301,Rose Blossom,guest_house,80.4632072,5.9445129,
6302,Roti Curry Shop,restaurant,80.4601007,5.9453615,
6303,Royal Lodge,guest_house,80.4604793,5.9466201,
6304,Sajana Ocean Hill,guest_house,80.4547421,5.9440426,
6305,Saori Beach Inn,guest_house,80.4599737,5.9454977,
6306,Shrine,place_of_worship,80.4513825,5.9470016,Yes
6307,Sky Garden,guest_house,80.4576647,5.9459913,
6308,Sudu Welli Bar,restaurant,80.4560442,5.9447283,
6309,Sudu Welli,guest_house,80.4560236,5.9451472,
6310,Sun n Sea,guest_house,80.4606695,5.9444919,
6311,Sunshine Inn,guest_house,80.4591485,5.9449399,
6312,Surf View,restaurant,80.4555635,5.944522,
6313,Tower Clock,clock,80.5306313,5.9463235,
6314,Water Creatures,restaurant,80.4556913,5.9445048,
6315, ,bus_stop,80.4864236,5.9389799,
6316, ,bus_stop,80.4829189,5.9390251,
6317, ,bus_stop,80.475997,5.9396345,
6318, ,bus_stop,80.4705124,5.9404792,
6319, ,bus_stop,80.4677285,5.9413431,
6320, ,bus_stop,80.4671281,5.9413906,
6321, ,bus_stop,80.5119501,5.9416392,
6322, ,viewpoint,80.4622185,5.9416459,
6323, ,bus_stop,80.4983025,5.9421083,
6324, ,bus_stop,80.5083169,5.942345,
6325, ,toilets,80.4636319,5.9429967,
6326, ,bus_stop,80.463435,5.9430515,
6327, ,bus_stop,80.5043625,5.9432005,
6328,school,school,80.4568936,5.9480879,Yes
6329, ,bus_stop,80.4562417,5.9488334,
6330, ,bus_stop,80.2495635,6.0139727,
6331,Bank,bank,79.9016652,9.6374219,
6332,Bastian Hotel,guest_house,80.0257365,9.6592154,
6333,Church,place_of_worship,79.8977567,9.6331707,Yes
6334,Clock Tower,clock,80.0133067,9.6632071,
6335,IOM,public_building,80.0267717,9.6677195,
6336,Jaffna Heritage Hotel,hotel,80.0279921,9.6709054,
6337,Kandy Guest House,guest_house,80.0274101,9.6602331,
6338,Ministry Hindu Religious Affairs,public_building,80.0199799,9.6698591,
6339,Old Park Residency,guest_house,80.0276367,9.6603036,
6340,School John Boscos,school,80.0267558,9.6650551,Yes
6341,Sri Nagavihara Int. Buddhist Center Jaffna,public_building,80.0179226,9.6677369,
6342,Treat ooo,restaurant,80.0260976,9.6592683,
6343,UN Staff House,public_building,80.026941,9.6682319,
6344,UNDP,public_building,80.0264309,9.6663511,
6345,UNHCR,public_building,80.0286571,9.672253,
6346,UNICEF,public_building,80.026495,9.666747,
6347,UNOPS,public_building,80.0264434,9.6664353,
6348,Victory Life Church,place_of_worship,80.0228268,9.6719618,Yes
6349,YMCA,guest_house,80.0291544,9.6606742,
6350, ,fuel,79.8219967,9.5835893,
6351, ,fuel,79.902413,9.637973,
6352, ,post_office,80.0292232,9.6609912,
6353, ,clock,80.0117555,9.6610135,
6354,police,police,80.0134012,9.6637722,
6355, ,fuel,80.0135562,9.6642992,
6356, ,internet,80.0243749,9.673244,
6357,atm,atm,80.0288526,9.6732544,
6358,Coffee Shop,restaurant,80.217647,6.0276547,
6359,Crepe-Ology,restaurant,80.2189156,6.0259054,
6360,Dhamma School,school,80.2169248,6.0350957,Yes
6361,Dutch Villa,guest_house,80.2158572,6.0272024,
6362,Fortdew,guest_house,80.2151545,6.027298,
6363,Hena Design,paint,80.2160825,6.0262627,
6364,Herbal Cafe Garden,restaurant,80.218109,6.02476,
6365,Indian Food,restaurant,80.2185651,6.0343215,
6366,Mama's Garden,guest_house,80.2434856,6.0109558,
6367,Mango House,restaurant,80.2184883,6.0269644,
6368,Peace and Plenty Cafe,restaurant,80.2180151,6.025097,
6369,People's Bank,bank,80.2172671,6.0350402,
6370,Serendipity Arts Cafe,restaurant,80.2188379,6.0256908,
6371,Serendipity Arts Cafe,restaurant,80.2195259,6.0263382,
6372,Thenu Rest,hotel,80.219373,6.0264409,
6373,Kundasale,post_office,80.6845548,7.2813307,
6374,Kundasale,fuel,80.6787907,7.2793752,
6375,Ganewatta Temple,place_of_worship,80.347445,7.658298,Yes
6376,Nambirittawewa school,school,80.371574,7.645575,Yes
6377,Ministry of Commerce and Industry,government,79.848796,6.919257,
6378,Sri Wardanaramaya,place_of_worship,80.6491255,7.2941013,Yes
6379,Ailapperuma,fuel,80.6490236,7.2927711,
6380,Mahaweli View Hotel,hotel,80.6544443,7.2970518,
6381,"Students'Canteen\, SUSL",restaurant,80.7909142,6.7108912,
6382,Panibaratha Open Air Theater,theatre,80.788168,6.7134778,
6383,Hostel Canteen,restaurant,80.787355,6.7178278,
6384,Commercial Bank,bank,79.9058693,6.860473,
6385,Wijayamangalaramaya,place_of_worship,79.8962938,6.8696922,Yes
6386,St. Joseph's,place_of_worship,79.8949902,6.866984,Yes
6387,Pussellawa Meat Shop,butcher,79.902318,6.8626939,
6388,St. Joseph's Boys School,school,79.8950707,6.8670266,Yes
6389,Bethany Christian Life Centre,place_of_worship,79.8957627,6.867165,Yes
6390,Saranath Buddhist Centre,place_of_worship,79.9005209,6.8585156,Yes
6391,Pushparamaya Temple,place_of_worship,79.9026748,6.863365,Yes
6392,Sunethra Maha Devi Temple,place_of_worship,79.9066015,6.8560151,Yes
6393,NSB,bank,79.9000864,6.8634981,
6394,Sri Lanka Telecom Head Office,telecommunicatio,79.846421,6.934478,
6395,Standard Chartered Bank - Rajagiriya,bank,79.888096,6.909655,
6396,UN Main Complex (UN House),ngo,79.8608,6.897452,
6397,Sri Lanka Foundation Institute,educational_inst,79.865601,6.903893,
6398,Gospel Church,place_of_worship,80.6707843,7.2757062,Yes
6399,Thalathuoya Hospital,hospital,80.6908446,7.2491977,Yes
6400,Tamil School,school,80.6920381,7.2499907,Yes
6401,Commercial Bank Foreign Branch,bank,79.844459,6.933662,
6402,Greenlands Hotel,hotel,79.8565065,6.8886027,
6403,place_of_worship,place_of_worship,79.9141137,6.9407437,Yes
6404,Hotel Swiss Dale,hotel,80.6202571,7.5077475,
6405,Hotel Spring View,hotel,80.6217904,7.5061231,
6406,FAB,cafe,79.9307468,6.8449181,
6407,Peoples Bank,atm,80.7547549,8.039964,
6408,Reliance Confactionary,bakery,80.1551942,6.9402768,
6409,Laugfs,supermarket,79.9596287,6.880262,
6410,Mahamevnawa Amavatura Monastery,place_of_worship,79.9705156,6.9088515,Yes
6411,Rathnaramaya,place_of_worship,79.9686542,6.8862674,Yes
6412, ,fuel,79.9797471,6.8824194,
